module,contributor,author,commentor,integrator,churn,entropy,size,p1,p2,p3,p4,p5,p6,p7,p8,top_iso,top_rso,top_tco,status
103,8,2,8,2,11,0.684038,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.81818181818181818182,TRUE
104,11,3,11,3,10,0.881291,44,0.181818,0.000000,0.090909,0.000000,0.090909,0.000000,0.090909,0.545455,0.50000000000000000000,0.31111111111111111111,0.70000000000000000000,FALSE
105,8,2,8,2,5,0.970951,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.60000000000000000000,TRUE
106,8,2,8,2,5,0.970951,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.60000000000000000000,TRUE
108,8,2,8,2,5,0.970951,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.60000000000000000000,TRUE
109,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
112,8,2,8,2,11,0.684038,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.81818181818181818182,TRUE
113,3,1,3,1,2,,43,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.666667,0.000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,TRUE
114,12,4,11,4,7,,59,0.166667,0.000000,0.166667,0.000000,0.083333,0.083333,0.250000,0.250000,0.40000000000000000000,0.23333333333333333333,0.28571428571428571429,TRUE
115,3,1,3,1,2,,43,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.666667,0.000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,TRUE
116,18,4,18,3,11331,0.833877,930,0.055556,0.000000,0.111111,0.000000,0.000000,0.000000,0.222222,0.611111,0.50000000000000000000,0.31547619047619047619,0.98305533492189568441,FALSE
117,3,1,3,1,2,,43,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.666667,0.000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,TRUE
118,10,2,10,3,262,0.825306,158,0.000000,0.000000,0.100000,0.200000,0.100000,0.000000,0.300000,0.300000,0.50000000000000000000,0.27500000000000000000,0.97709923664122137405,FALSE
119,11,4,11,4,15,0.721928,196,0.181818,0.090909,0.000000,0.090909,0.090909,0.000000,0.181818,0.363636,0.40000000000000000000,0.31111111111111111111,0.40000000000000000000,TRUE
120,8,2,8,2,6,0.918296,52,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.66666666666666666667,TRUE
121,8,2,8,2,9,0.764205,58,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.77777777777777777778,TRUE
122,3,1,3,1,202,0.746935,0,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.666667,0.000000,1.00000000000000000000,0.52777777777777777778,1.00000000000000000000,FALSE
123,3,1,3,1,2,,53,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.666667,0.000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,TRUE
124,8,2,8,2,18,0.858880,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.77777777777777777778,TRUE
126,10,3,10,3,6,0.918296,2111,0.200000,0.000000,0.100000,0.000000,0.100000,0.000000,0.200000,0.400000,0.50000000000000000000,0.22222222222222222222,0.33333333333333333333,TRUE
127,8,2,8,2,20,0.468996,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.90000000000000000000,TRUE
128,12,3,11,3,343,0.669828,812,0.000000,0.000000,0.166667,0.083333,0.166667,0.000000,0.250000,0.333333,0.50000000000000000000,0.33333333333333333333,0.83381924198250728863,TRUE
135,3,1,3,1,91,0.999216,0,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.666667,0.000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,FALSE
142,13,3,13,3,2094,0.653551,0,0.076923,0.000000,0.153846,0.000000,0.000000,0.000000,0.230769,0.538462,0.50000000000000000000,0.22222222222222222222,0.97898758357211079274,FALSE
143,25,12,22,12,1626,0.749076,42,0.120000,0.040000,0.160000,0.160000,0.000000,0.040000,0.080000,0.400000,0.15380000000000000000,0.15004208754208754209,0.41451414514145141451,TRUE
145,34,13,33,9,1589,0.738808,930,0.058824,0.000000,0.058824,0.000000,0.000000,0.088235,0.029412,0.764706,0.40000000000000000000,0.22337373737373737374,0.45437382001258653241,TRUE
146,15,7,15,7,14506,0.090752,1220,0.066667,0.000000,0.200000,0.066667,0.000000,0.000000,0.066667,0.600000,0.37500000000000000000,0.24750000000000000000,0.99158968702605818282,TRUE
147,29,15,29,8,2248,0.784589,2936,0.068966,0.034483,0.034483,0.034483,0.000000,0.068966,0.034483,0.724138,0.41940000000000000000,0.25693063589071992433,0.32829181494661921708,TRUE
148,17,6,16,7,26,0.779350,179,0.176471,0.000000,0.176471,0.058824,0.000000,0.058824,0.058824,0.470588,0.22220000000000000000,0.17500000000000000000,0.30769230769230769231,TRUE
